File Name                     	['་འི་  ', '་འི་_original']	['་ས་   ', '་ས་_original']	['་ར་   ', '་ར་_original']	['་འི།  ', '་འི།_original']	['་ས།   ', '་ས།_original']	['་ར།   ', '་ར།_original']
TM8LE5_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMXG38_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMY8T3_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM12DN_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3982-bo.txt                 	['0     ', '0     ']	['185   ', '185   ']	['22    ', '22    ']	['0     ', '0     ']	['6     ', '6     ']	['1     ', '1     ']
TMQTWK_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM99SR_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM778Q_LH-bo.txt              	['0     ', '0     ']	['14    ', '14    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0648-bo.txt                 	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM2767-bo.txt                 	['0     ', '0     ']	['42    ', '42    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMHQZ3_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4900-bo.txt                 	['0     ', '0     ']	['75    ', '75    ']	['3     ', '3     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM1A3D_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMP0FK_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMCZW3_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0586-bo.txt                 	['0     ', '0     ']	['21    ', '21    ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMYGS5_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4906-bo.txt                 	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2373-bo.txt                 	['0     ', '0     ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7769-bo.txt                 	['0     ', '0     ']	['124   ', '124   ']	['24    ', '24    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3004-bo.txt                 	['0     ', '0     ']	['214   ', '214   ']	['14    ', '14    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMFKZ5_LH-bo.txt              	['0     ', '0     ']	['13    ', '13    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM2003-bo.txt                 	['0     ', '0     ']	['8     ', '8     ']	['4     ', '4     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMBK7I_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM8YLM_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMQ023_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM93IQ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMORDI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMBJ8H_LH-bo.txt              	['0     ', '0     ']	['14    ', '14    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3169-bo.txt                 	['0     ', '0     ']	['47    ', '47    ']	['38    ', '38    ']	['0     ', '0     ']	['6     ', '6     ']	['2     ', '2     ']
TM4892-bo.txt                 	['0     ', '0     ']	['17    ', '17    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0826-bo.txt                 	['0     ', '0     ']	['73    ', '73    ']	['21    ', '21    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TMNIU8_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMW2ZH_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1499-bo.txt                 	['1     ', '1     ']	['31    ', '31    ']	['11    ', '11    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4637-bo.txt                 	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5PV5_LH-bo.txt              	['0     ', '0     ']	['10    ', '10    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM2D6V_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3097-bo.txt                 	['0     ', '0     ']	['6     ', '6     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2307-bo.txt                 	['0     ', '0     ']	['180   ', '180   ']	['52    ', '52    ']	['0     ', '0     ']	['1     ', '1     ']	['6     ', '6     ']
TM0764-bo.txt                 	['0     ', '0     ']	['85    ', '85    ']	['7     ', '7     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMX7KR_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMBRQR_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0731-bo.txt                 	['863   ', '863   ']	['579   ', '579   ']	['379   ', '379   ']	['3     ', '3     ']	['22    ', '22    ']	['9     ', '9     ']
TM01V0_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM6M9K_LH-bo.txt              	['0     ', '0     ']	['14    ', '14    ']	['11    ', '11    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMWSBT_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMVQOJ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0518-bo.txt                 	['0     ', '0     ']	['57    ', '57    ']	['18    ', '18    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM4850-bo.txt                 	['297   ', '297   ']	['163   ', '163   ']	['266   ', '266   ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TMRACE_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMW1NG_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4981-bo.txt                 	['0     ', '0     ']	['25    ', '25    ']	['28    ', '28    ']	['0     ', '0     ']	['0     ', '0     ']	['10    ', '10    ']
TMU65D_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0753-bo.txt                 	['201   ', '201   ']	['164   ', '164   ']	['141   ', '141   ']	['2     ', '2     ']	['6     ', '6     ']	['0     ', '0     ']
TM0W7L_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2748-bo.txt                 	['0     ', '0     ']	['271   ', '271   ']	['74    ', '74    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM6Z90_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMZMU6_LH-bo.txt              	['0     ', '0     ']	['13    ', '13    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJ8L3_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMFY3F_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0800-bo.txt                 	['468   ', '468   ']	['178   ', '178   ']	['158   ', '158   ']	['12    ', '12    ']	['15    ', '15    ']	['9     ', '9     ']
TM3779-bo.txt                 	['0     ', '0     ']	['80    ', '80    ']	['32    ', '32    ']	['0     ', '0     ']	['1     ', '1     ']	['3     ', '3     ']
TM7533-bo.txt                 	['0     ', '0     ']	['60    ', '60    ']	['33    ', '33    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMI3WL_LH-bo.txt              	['0     ', '0     ']	['8     ', '8     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7735-bo.txt                 	['0     ', '0     ']	['52    ', '52    ']	['10    ', '10    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMZZRV_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0680-bo.txt                 	['1     ', '1     ']	['148   ', '148   ']	['23    ', '23    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM296D_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2864-bo.txt                 	['45    ', '45    ']	['46    ', '46    ']	['34    ', '34    ']	['7     ', '7     ']	['3     ', '3     ']	['1     ', '1     ']
TM0751-bo.txt                 	['903   ', '903   ']	['386   ', '386   ']	['345   ', '345   ']	['3     ', '3     ']	['8     ', '8     ']	['4     ', '4     ']
TML3A9_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM579E_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMMLCM_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0057-bo.txt                 	['33    ', '33    ']	['57    ', '57    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMT5F1_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0682-bo.txt                 	['0     ', '0     ']	['49    ', '49    ']	['24    ', '24    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM39OG_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMWIWI_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0670-bo.txt                 	['0     ', '0     ']	['80    ', '80    ']	['49    ', '49    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM0023-bo.txt                 	['51    ', '51    ']	['76    ', '76    ']	['42    ', '42    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0453-bo.txt                 	['0     ', '0     ']	['168   ', '168   ']	['32    ', '32    ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']
TMTNS0_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMN4R8_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2755-bo.txt                 	['0     ', '0     ']	['107   ', '107   ']	['27    ', '27    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMJZDU_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3445-bo.txt                 	['0     ', '0     ']	['78    ', '78    ']	['35    ', '35    ']	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']
TM4884-bo.txt                 	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMSFTK_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0756-bo.txt                 	['690   ', '690   ']	['278   ', '278   ']	['344   ', '344   ']	['7     ', '7     ']	['9     ', '9     ']	['1     ', '1     ']
TM1873-bo.txt                 	['0     ', '0     ']	['294   ', '294   ']	['17    ', '17    ']	['0     ', '0     ']	['7     ', '7     ']	['0     ', '0     ']
TM0345-bo.txt                 	['1     ', '1     ']	['976   ', '976   ']	['94    ', '94    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM2323-bo.txt                 	['1     ', '1     ']	['33    ', '33    ']	['7     ', '7     ']	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']
TM4916-bo.txt                 	['0     ', '0     ']	['17    ', '17    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM011D_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNAGN_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0461-bo.txt                 	['0     ', '0     ']	['82    ', '82    ']	['77    ', '77    ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TMTA8N_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3ZE4_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7LHG_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMY7U6_LH-bo.txt              	['0     ', '0     ']	['9     ', '9     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1LTF_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1RV7_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2731-bo.txt                 	['0     ', '0     ']	['361   ', '361   ']	['7     ', '7     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM3149-bo.txt                 	['0     ', '0     ']	['57    ', '57    ']	['6     ', '6     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMDZED_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM76S0_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0770-bo.txt                 	['101   ', '101   ']	['146   ', '146   ']	['58    ', '58    ']	['0     ', '0     ']	['35    ', '35    ']	['0     ', '0     ']
TM0105-bo.txt                 	['50    ', '50    ']	['21    ', '21    ']	['17    ', '17    ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TMM1X9_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2958-bo.txt                 	['0     ', '0     ']	['14    ', '14    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7746-bo.txt                 	['0     ', '0     ']	['28    ', '28    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3693-bo.txt                 	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3205-bo.txt                 	['0     ', '0     ']	['210   ', '210   ']	['8     ', '8     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM7901-bo.txt                 	['0     ', '0     ']	['26    ', '26    ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMP5S2_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3C2F_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMV916_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM9VWQ_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMR3CY_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7BRP_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2031-bo.txt                 	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0583-bo.txt                 	['0     ', '0     ']	['65    ', '65    ']	['17    ', '17    ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TM3709-bo.txt                 	['0     ', '0     ']	['9     ', '9     ']	['3     ', '3     ']	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']
TM0747-bo.txt                 	['265   ', '265   ']	['315   ', '315   ']	['231   ', '231   ']	['0     ', '0     ']	['26    ', '26    ']	['14    ', '14    ']
TM0714-v1-bo.txt              	['319   ', '319   ']	['419   ', '419   ']	['128   ', '128   ']	['2     ', '2     ']	['58    ', '58    ']	['12    ', '12    ']
TM2362-bo.txt                 	['0     ', '0     ']	['38    ', '38    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3146-bo.txt                 	['1     ', '1     ']	['58    ', '58    ']	['18    ', '18    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMCJGA_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMB6RJ_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1430-bo.txt                 	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4626-bo.txt                 	['0     ', '0     ']	['31    ', '31    ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMWVNK_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMKB4S_LH-bo.txt              	['0     ', '0     ']	['13    ', '13    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMOCXJ_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1003-bo.txt                 	['958   ', '958   ']	['979   ', '979   ']	['489   ', '489   ']	['5     ', '5     ']	['9     ', '9     ']	['6     ', '6     ']
TM1337-bo.txt                 	['0     ', '0     ']	['98    ', '98    ']	['14    ', '14    ']	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']
TMM98E_LH-bo.txt              	['0     ', '0     ']	['11    ', '11    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMHT6O_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4598-bo.txt                 	['1     ', '1     ']	['88    ', '88    ']	['22    ', '22    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM7EHM_LH-bo.txt              	['0     ', '0     ']	['11    ', '11    ']	['11    ', '11    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5SSQ_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0CQA_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMTI7Z_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0194-bo.txt                 	['0     ', '0     ']	['122   ', '122   ']	['50    ', '50    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMBFOP_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMBCRF_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMRVH5_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMGKTK_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMO84M_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3138-bo.txt                 	['0     ', '0     ']	['122   ', '122   ']	['57    ', '57    ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TMWKQC_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TM2787-bo.txt                 	['0     ', '0     ']	['47    ', '47    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2724-bo.txt                 	['65    ', '65    ']	['22    ', '22    ']	['17    ', '17    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMR1R5_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0779-bo.txt                 	['0     ', '0     ']	['123   ', '123   ']	['16    ', '16    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2236-bo.txt                 	['0     ', '0     ']	['12    ', '12    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1R3H_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3047-bo.txt                 	['0     ', '0     ']	['62    ', '62    ']	['7     ', '7     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM1581-bo.txt                 	['0     ', '0     ']	['37    ', '37    ']	['6     ', '6     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM3463-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2902-bo.txt                 	['0     ', '0     ']	['22    ', '22    ']	['18    ', '18    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM6O4W_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5094-bo.txt                 	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMYC50_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3W3F_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMJOI0_LH-bo.txt              	['0     ', '0     ']	['30    ', '30    ']	['16    ', '16    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5046-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0025-bo.txt                 	['0     ', '0     ']	['26    ', '26    ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7738-bo.txt                 	['0     ', '0     ']	['7     ', '7     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7884-bo.txt                 	['0     ', '0     ']	['72    ', '72    ']	['14    ', '14    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
