File Name                     	['་འི་  ', '་འི་_original']	['་ས་   ', '་ས་_original']	['་ར་   ', '་ར་_original']	['་འི།  ', '་འི།_original']	['་ས།   ', '་ས།_original']	['་ར།   ', '་ར།_original']
TM0095-bo.txt                 	['0     ', '0     ']	['19    ', '19    ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJSSM_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3415-bo.txt                 	['0     ', '0     ']	['7     ', '7     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2756-bo.txt                 	['0     ', '0     ']	['45    ', '45    ']	['29    ', '29    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMH1IG_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM66JX_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMKVY3_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMY6MR_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0479-bo.txt                 	['0     ', '0     ']	['72    ', '72    ']	['3     ', '3     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMXTVE_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0693-bo.txt                 	['4     ', '4     ']	['6     ', '6     ']	['4     ', '4     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMI7T4_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3M3A_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0678-bo.txt                 	['0     ', '0     ']	['12    ', '12    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2451-bo.txt                 	['513   ', '513   ']	['323   ', '323   ']	['273   ', '273   ']	['14    ', '14    ']	['138   ', '138   ']	['7     ', '7     ']
TMNN1K_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']
TMFZ4P_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2911-bo.txt                 	['1     ', '1     ']	['311   ', '311   ']	['70    ', '70    ']	['0     ', '0     ']	['3     ', '3     ']	['5     ', '5     ']
TMZASN_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2283-bo.txt                 	['1     ', '1     ']	['487   ', '487   ']	['477   ', '477   ']	['0     ', '0     ']	['2     ', '2     ']	['10    ', '10    ']
TM4677-bo.txt                 	['1     ', '1     ']	['81    ', '81    ']	['31    ', '31    ']	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']
TMJUJ9_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3933-bo.txt                 	['0     ', '0     ']	['114   ', '114   ']	['28    ', '28    ']	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']
TMKCQZ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1346-bo.txt                 	['0     ', '0     ']	['55    ', '55    ']	['10    ', '10    ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TM3867_LH-bo.txt              	['0     ', '0     ']	['18    ', '18    ']	['18    ', '18    ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TMRA6W_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2299-bo.txt                 	['0     ', '0     ']	['10    ', '10    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM45PJ_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3240-bo.txt                 	['0     ', '0     ']	['98    ', '98    ']	['31    ', '31    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMHINK_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7924-bo.txt                 	['0     ', '0     ']	['9     ', '9     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMMLFF_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMIF19_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4912-bo.txt                 	['0     ', '0     ']	['21    ', '21    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMZ0J0_LH-bo.txt              	['0     ', '0     ']	['8     ', '8     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM53DZ_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM99D3_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNZ2O_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMMQLF_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['3     ', '3     ']	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']
TM3037-bo.txt                 	['0     ', '0     ']	['62    ', '62    ']	['33    ', '33    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMRKH4_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5055-bo.txt                 	['0     ', '0     ']	['35    ', '35    ']	['5     ', '5     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMNR6N_LH-bo.txt              	['0     ', '0     ']	['30    ', '30    ']	['16    ', '16    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1012-bo.txt                 	['0     ', '0     ']	['123   ', '123   ']	['8     ', '8     ']	['0     ', '0     ']	['8     ', '8     ']	['0     ', '0     ']
TMI470_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM69RW_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMTP78_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJEMU_LH-bo.txt              	['0     ', '0     ']	['9     ', '9     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNMZM_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMXKDC_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMD6QN_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2869-bo.txt                 	['0     ', '0     ']	['28    ', '28    ']	['3     ', '3     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM7WDG_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['5     ', '5     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']
TMA288_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3PUH_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM4213-bo.txt                 	['0     ', '0     ']	['6     ', '6     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMWO5W_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0812-bo.txt                 	['0     ', '0     ']	['66    ', '66    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMZEEU_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMUXO0_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TM0714-bo.txt                 	['313   ', '313   ']	['408   ', '408   ']	['209   ', '209   ']	['2     ', '2     ']	['54    ', '54    ']	['15    ', '15    ']
TMTIIZ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMAFRU_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMTXW4_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMDWK3_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMEKEY_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMA7JB_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMXSTE_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4616-bo.txt                 	['0     ', '0     ']	['36    ', '36    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2803-bo.txt                 	['0     ', '0     ']	['42    ', '42    ']	['19    ', '19    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNYJJ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0184-bo.txt                 	['0     ', '0     ']	['154   ', '154   ']	['23    ', '23    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM3OF3_LH-bo.txt              	['0     ', '0     ']	['13    ', '13    ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7ODW_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM031D_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5073-bo.txt                 	['0     ', '0     ']	['10    ', '10    ']	['1     ', '1     ']	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']
TMDCGG_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM8JZK_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJQQQ_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMS017_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3803-bo.txt                 	['0     ', '0     ']	['9     ', '9     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMUPC5_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMT7RW_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMLL4O_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMUPLZ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4CLF_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3049-bo.txt                 	['0     ', '0     ']	['23    ', '23    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2284-bo.txt                 	['0     ', '0     ']	['34    ', '34    ']	['24    ', '24    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2205-bo.txt                 	['0     ', '0     ']	['5     ', '5     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1395-bo.txt                 	['0     ', '0     ']	['38    ', '38    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM6A1O_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMXY8H_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMKYUV_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0183-bo.txt                 	['0     ', '0     ']	['34    ', '34    ']	['19    ', '19    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0688-bo.txt                 	['0     ', '0     ']	['19    ', '19    ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0032-bo.txt                 	['0     ', '0     ']	['65    ', '65    ']	['19    ', '19    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3539-bo.txt                 	['0     ', '0     ']	['80    ', '80    ']	['14    ', '14    ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM2772-bo.txt                 	['0     ', '0     ']	['21    ', '21    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0MLT_LH-bo.txt              	['0     ', '0     ']	['6     ', '6     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2366-bo.txt                 	['0     ', '0     ']	['30    ', '30    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMGJMY_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMBKO2_LH-bo.txt              	['0     ', '0     ']	['15    ', '15    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMEY2R_LH-bo.txt              	['0     ', '0     ']	['10    ', '10    ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMtoh545_84000-bo.txt         	['0     ', '0     ']	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']
TM8MHI_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2800-bo.txt                 	['0     ', '0     ']	['4     ', '4     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4899-bo.txt                 	['0     ', '0     ']	['6     ', '6     ']	['2     ', '2     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TM2399-bo.txt                 	['0     ', '0     ']	['141   ', '141   ']	['9     ', '9     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3141-bo.txt                 	['0     ', '0     ']	['150   ', '150   ']	['63    ', '63    ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TMtoh591_84000-bo.txt         	['0     ', '0     ']	['19    ', '19    ']	['23    ', '23    ']	['0     ', '0     ']	['0     ', '0     ']	['8     ', '8     ']
TMMGO2_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMBYZN_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMZH1P_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1066-bo.txt                 	['1     ', '1     ']	['67    ', '67    ']	['40    ', '40    ']	['0     ', '0     ']	['6     ', '6     ']	['5     ', '5     ']
TMHHPE_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM7513-bo.txt                 	['0     ', '0     ']	['194   ', '194   ']	['20    ', '20    ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TMM4BZ_LH-bo.txt              	['0     ', '0     ']	['15    ', '15    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMPCWS_LH-bo.txt              	['0     ', '0     ']	['5     ', '5     ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4IBQ_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM45C2_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3029-bo.txt                 	['0     ', '0     ']	['184   ', '184   ']	['14    ', '14    ']	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']
TM5015-bo.txt                 	['0     ', '0     ']	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0AJ8_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMG7DE_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMNOCD_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMQS40_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']
TMQVDQ_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMCXR3_LH-bo.txt              	['0     ', '0     ']	['16    ', '16    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4445-bo.txt                 	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3027-bo.txt                 	['1     ', '1     ']	['342   ', '342   ']	['82    ', '82    ']	['0     ', '0     ']	['0     ', '0     ']	['3     ', '3     ']
TMJ5CG_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0351-bo.txt                 	['0     ', '0     ']	['72    ', '72    ']	['17    ', '17    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJKUB_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMMU1M_LH-bo.txt              	['0     ', '0     ']	['4     ', '4     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMWOL3_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3914-bo.txt                 	['0     ', '0     ']	['13    ', '13    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['2     ', '2     ']
TMU1EM_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1721-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMVTA5_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMFL8M_LH-bo.txt              	['0     ', '0     ']	['7     ', '7     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM1068-bo.txt                 	['5     ', '5     ']	['221   ', '221   ']	['48    ', '48    ']	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']
TM2ERT_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5074-bo.txt                 	['0     ', '0     ']	['6     ', '6     ']	['1     ', '1     ']	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']
TM1840-bo.txt                 	['0     ', '0     ']	['25    ', '25    ']	['6     ', '6     ']	['0     ', '0     ']	['8     ', '8     ']	['1     ', '1     ']
TM1114-bo.txt                 	['278   ', '278   ']	['106   ', '106   ']	['93    ', '93    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMKY6C_LH-bo.txt              	['0     ', '0     ']	['20    ', '20    ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2789-bo.txt                 	['1     ', '1     ']	['46    ', '46    ']	['14    ', '14    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2745-bo.txt                 	['0     ', '0     ']	['66    ', '66    ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMDS6S_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM9SHE_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2770-bo.txt                 	['0     ', '0     ']	['25    ', '25    ']	['11    ', '11    ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']
TMCZKN_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMBKJ0_LH-bo.txt              	['0     ', '0     ']	['12    ', '12    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3597-bo.txt                 	['0     ', '0     ']	['94    ', '94    ']	['13    ', '13    ']	['0     ', '0     ']	['3     ', '3     ']	['1     ', '1     ']
TM4627-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0553-bo.txt                 	['0     ', '0     ']	['14    ', '14    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM0259-bo.txt                 	['0     ', '0     ']	['153   ', '153   ']	['21    ', '21    ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM5006-bo.txt                 	['1     ', '1     ']	['16    ', '16    ']	['6     ', '6     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4090-bo.txt                 	['0     ', '0     ']	['21    ', '21    ']	['3     ', '3     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM8XZ2_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2310-bo.txt                 	['1     ', '1     ']	['95    ', '95    ']	['45    ', '45    ']	['0     ', '0     ']	['2     ', '2     ']	['2     ', '2     ']
TM6Q9C_LH-bo.txt              	['0     ', '0     ']	['0     ', '0     ']	['5     ', '5     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM4611-bo.txt                 	['0     ', '0     ']	['7     ', '7     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TMJG3F_LH-bo.txt              	['0     ', '0     ']	['3     ', '3     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM2185-bo.txt                 	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM8WZF_LH-bo.txt              	['0     ', '0     ']	['1     ', '1     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
TM3897-bo.txt                 	['0     ', '0     ']	['24    ', '24    ']	['11    ', '11    ']	['0     ', '0     ']	['2     ', '2     ']	['3     ', '3     ']
TMtoh562_84000-bo.txt         	['0     ', '0     ']	['8     ', '9     ']	['13    ', '13    ']	['0     ', '0     ']	['3     ', '3     ']	['6     ', '6     ']
TM70NM_LH-bo.txt              	['0     ', '0     ']	['2     ', '2     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']	['0     ', '0     ']
